word,synonyms
zoosexual,"[""bestialist""]"
chitchat,"[""causerie"", ""gab"", ""gabfest"", ""gossip""]"
tetraplegia,"[""quadriparesis"", ""quadriplegia""]"
etiology,"[""aetiology""]"
limba,"[""afara""]"
capillary,"[""hairlike""]"
meliorist,"[""reformer""]"
rabbitdom,"[""rabbithood""]"
ungarmented,"[""unappareled""]"
amadavat,"[""avadavat""]"
exhibitioner,"[""exhibitor""]"
reformer,"[""crusader"", ""meliorist"", ""reformist"", ""remaker""]"
draughtsman,"[""drafter"", ""draftsman""]"
dogshit,"[""dogpile"", ""bullshit""]"
fetometry,"[""foetometry""]"
infect,"[""taint""]"
hairless,"[""bald"", ""furless""]"
gelisol,"[""cryosol""]"
violate,"[""break"", ""falsify"", ""rape"", ""desecrate"", ""transgress""]"
noncalendar,"[""noncalendrical""]"
lagids,"[""ptolemies""]"
scholar,"[""bookman"", ""candlewaster"", ""fiend"", ""guru"", ""learner"", ""student""]"
demerit,"[""discredit"", ""fault""]"
unreflective,"[""unthinking"", ""unthoughtful""]"
trivalence,"[""trivalency""]"
rudder,"[""handlebar"", ""handlebars""]"
upward,"[""up"", ""upwards"", ""upwardly""]"
colonised,"[""colonized"", ""settled""]"
overgorge,"[""gorge""]"
formol,"[""formalin""]"
conductibility,"[""conductance""]"
breathalyse,"[""breathalyze""]"
habs,"[""canadiens""]"
phenylthiocarbamide,"[""phenylthiourea""]"
subvert,"[""subvertisement"", ""overthrow"", ""corrupt"", ""sabotage""]"
luzonese,"[""luzonian""]"
palatalize,"[""palatalise""]"
tajik,"[""tadzhik"", ""tajiki"", ""tajikistan""]"
veps,"[""vepsian"", ""vepse""]"
indecorousness,"[""indecorum""]"
solved,"[""resolved""]"
kade,"[""ked""]"
complot,"[""conspire""]"
stymy,"[""stymie"", ""obstruct""]"
receipt,"[""reception"", ""acknowledge""]"
conveniences,"[""comforts""]"
cite,"[""adduce"", ""citation"", ""mention"", ""quote"", ""summon"", ""reference"", ""invoke""]"
audience,"[""attendee"", ""hearership"", ""spectators"", ""consultation"", ""hearing"", ""audiencia"", ""crowd"", ""spectator""]"
triturated,"[""comminuted""]"
frigorific,"[""cooling""]"
subterraneous,"[""subterranean"", ""ulterior""]"
frogly,"[""froggish"", ""froggy"", ""froglike"", ""ranine""]"
cellar,"[""basement""]"
rencontre,"[""action""]"
bund,"[""alliance""]"
adjectivalisation,"[""adjectivisation""]"
insobriety,"[""drunkenness""]"
marshalling,"[""serialization""]"
marqueterie,"[""marquetry""]"
kerchief,"[""handkerchief"", ""neckerchief""]"
bugun,"[""khowa""]"
wave,"[""corrugate"", ""undulation"", ""wafture"", ""und"", ""beckon"", ""brandish"", ""curl"", ""roll"", ""waving""]"
ustav,"[""typikon"", ""uncial""]"
inconsiderable,"[""negligible"", ""unconsiderable"", ""little"", ""minor"", ""weak""]"
clevea,"[""liverwort""]"
cetacean,"[""blower"", ""cetaceous""]"
ezed,"[""z""]"
woad,"[""glastum"", ""indigo""]"
exorbitant,"[""unconscionable""]"
pasteurised,"[""pasteurized""]"
nonspecialist,"[""generalist""]"
funguslike,"[""fungoid""]"
bagatelle,"[""bauble"", ""trifle"", ""trinket"", ""fluff"", ""frippery"", ""frivolity""]"
pithlike,"[""pithy""]"
taig,"[""fenian""]"
disbeliever,"[""infidel"", ""nonbeliever""]"
christmassy,"[""christmaslike""]"
saw,"[""bahamian"", ""pbuh"", ""proverb""]"
told,"[""telt""]"
degradation,"[""breakdown"", ""debasement"", ""abasement"", ""demotion"", ""disrating""]"
casuistry,"[""casuistics"", ""excuse""]"
qabalistic,"[""kabbalistic""]"
superiority,"[""ascendance"", ""ascendancy"", ""excellence"", ""transcendence"", ""superiorness""]"
hoopty,"[""beater""]"
predestine,"[""destine"", ""foreordain"", ""predestinate"", ""preordain""]"
ringnut,"[""ringer"", ""ringhead""]"
blanch,"[""pale"", ""bleach"", ""fade"", ""parboil""]"
neoprene,"[""polychloroprene""]"
forsake,"[""abandon"", ""abdicate""]"
metenkephalin,"[""ogf""]"
moonbow,"[""lunar""]"
absolutism,"[""dictatorship"", ""despotism"", ""totalism"", ""totalitarianism"", ""tyranny""]"
epidermis,"[""cuticle"", ""exoderm""]"
giglot,"[""gig"", ""fizgig""]"
erythrismal,"[""erythrismic""]"
savourlessness,"[""flavorlessness""]"
ascendant,"[""antecedent"", ""ancestor"", ""forefather"", ""overwhelming"", ""ascendent"", ""dominating""]"
bulbousness,"[""bulbosity""]"
megabucks,"[""pile""]"
blameless,"[""guiltless"", ""sackless"", ""irreproachable"", ""irreprehensible"", ""just""]"
salary,"[""fee"", ""wage""]"
protected,"[""saved""]"
unkeeled,"[""keelless""]"
eth,"[""s""]"
aromatic,"[""redolent"", ""nutty""]"
brosiery,"[""mantyhose""]"
hoofer,"[""stepper""]"
teeter,"[""seesaw"", ""totter""]"
misguided,"[""stray"", ""mistaken""]"
occupier,"[""resident""]"
superfolder,"[""superdirectory""]"
antiproton,"[""pbar""]"
microsatellite,"[""microsat""]"
comic,"[""comedian"", ""comedic"", ""laughable"", ""comical""]"
muscat,"[""masqat"", ""muscadel"", ""muscadelle"", ""muscatel"", ""muskat""]"
vacillator,"[""waverer""]"
machacado,"[""machaca""]"
elaterite,"[""wurtzilite""]"
iowa,"[""ia"", ""ioway""]"
hunchback,"[""humpback"", ""stoop"", ""stooped"", ""kyphosis""]"
kosovorotka,"[""rubashka"", ""tolstovka""]"
taxi,"[""cab"", ""taxicab""]"
daub,"[""smudge"", ""plaster"", ""smear""]"
ungratefulness,"[""ingratitude""]"
e161e,"[""violaxanthin""]"
fwy,"[""freeway""]"
idiosyncratic,"[""characteristic""]"
compliance,"[""compliancy"", ""conformity"", ""complaisance"", ""submission""]"
springbok,"[""springbuck""]"
e160,"[""carotene""]"
unkie,"[""unc""]"
begrip,"[""clasp""]"
blinkered,"[""winkered""]"
floatation,"[""flotation""]"
infuckingcredible,"[""unbefuckinglievable""]"
frowsty,"[""fusty"", ""musty""]"
fanboat,"[""airboat""]"
neuralgia,"[""neuralgy"", ""neurodynia""]"
solemnization,"[""celebration""]"
deflect,"[""bend"", ""parry"", ""distract"", ""debar""]"
underthreshold,"[""subliminal""]"
onlap,"[""overlap""]"
pressborough,"[""bratislava""]"
genfic,"[""gen""]"
pattern,"[""paradigm"", ""archetype"", ""category"", ""cycle"", ""example"", ""figure"", ""mirror"", ""original"", ""prototype"", ""sample"", ""shape"", ""similarity"", ""specimen"", ""stencil"", ""tessellation"", ""practice"", ""design"", ""blueprint"", ""convention"", ""form"", ""categorize"", ""model"", ""template""]"
tache,"[""stache""]"
unavoidable,"[""certain"", ""inevasible"", ""inevitable"", ""ineluctable"", ""inescapable"", ""undodgeable"", ""unshunnable""]"
month,"[""moon""]"
shedding,"[""desquamation"", ""sloughing""]"
hunsrik,"[""hunsriker""]"
freedman,"[""freedwoman""]"
zoophytal,"[""zoophytic"", ""zoophytical""]"
iminooxy,"[""alkylideneaminoxyl""]"
academe,"[""academia""]"
hopelessly,"[""dispiritedly""]"
pisshole,"[""cockhole"", ""dickhole""]"
emaciated,"[""cadaverous""]"
naphthol,"[""naphthylamine""]"
exonym,"[""xenonym""]"
clavier,"[""klavier""]"
elision,"[""exception""]"
orpin,"[""orpine""]"
trifurcation,"[""branch""]"
escarpment,"[""escarp"", ""scarp""]"
shmear,"[""schmeer""]"
username,"[""login""]"
agade,"[""akkad""]"
treacle,"[""glop"", ""mush"", ""slop""]"
brit,"[""briton"", ""britfag"", ""britisher"", ""britt"", ""pom""]"
altophobia,"[""acrophobia""]"
wariness,"[""care"", ""chariness""]"
nys,"[""ny""]"
yatvingian,"[""sudovian""]"
slow,"[""laggard"", ""slack"", ""slacken"", ""boring"", ""deliberate"", ""dilatory"", ""gradual"", ""deadening"", ""dense"", ""sluggish"", ""behind"", ""tardily"", ""decelerate"", ""delay""]"
definite,"[""demonstrable"", ""unequivocal"", ""univocal""]"
miner,"[""mineworker""]"
nippo,"[""japano""]"
acetophenetidine,"[""phenacetin""]"
netted,"[""netlike""]"
aloneness,"[""solitude"", ""loneliness"", ""lonesomeness"", ""solitariness""]"
bracken,"[""brake""]"
courageousness,"[""bravery"", ""courage"", ""ballsiness"", ""pluck"", ""valour""]"
stereotypical,"[""conventional"", ""stereotyped"", ""stereotypic"", ""unimaginative""]"
mangey,"[""mangy""]"
oreide,"[""oroide""]"
plutonism,"[""vulcanism""]"
tricycle,"[""trike"", ""velocipede""]"
carnelian,"[""cornelian""]"
boytrose,"[""botryoid""]"
preface,"[""exord"", ""foreword"", ""introduction"", ""forespeech"", ""precede""]"
halftone,"[""semitone"", ""photoengraving""]"
cockfighting,"[""alectoromachy""]"
hexene,"[""hexylene""]"
flocculent,"[""woolly"", ""wooly""]"
fez,"[""fes"", ""checheya"", ""tarboosh""]"
smoothbore,"[""unrifled""]"
bookie,"[""bookmaker""]"
carolean,"[""caroline""]"
temperately,"[""abstemiously""]"
dreamy,"[""dreamish"", ""dreamlike"", ""languorous"", ""moony"", ""oneiric"", ""woolgathering""]"
calexiteer,"[""calexiter""]"
hyoplastron,"[""hyosternum""]"
rigidifying,"[""stiffening""]"
highway,"[""expressway"", ""freeway"", ""hwy"", ""interstate"", ""motorway"", ""parkway""]"
headmistress,"[""headteacher"", ""principal""]"
santur,"[""yangqin""]"
songlike,"[""ariose""]"
asafetida,"[""asafoetida""]"
inflectionless,"[""flectionless"", ""flexionless"", ""inflexionless""]"
ism,"[""doctrine"", ""ness""]"
debilitation,"[""enervation"", ""enfeeblement"", ""exhaustion""]"
applicant,"[""applier""]"
fifty,"[""50"", ""fitty"", ""l""]"
scratching,"[""scrape""]"
boondie,"[""brinny""]"
salesgirl,"[""saleslady"", ""saleswoman""]"
popeye,"[""exophthalmia""]"
lensometer,"[""lensmeter""]"
forthy,"[""as"", ""because"", ""for"", ""since"", ""therefore""]"
sidelock,"[""payess"", ""payot""]"
paleface,"[""whiteface""]"
nihilarian,"[""nihilist""]"
electroanatomical,"[""electroanatomic""]"
capsorubin,"[""e160c""]"
chrysazin,"[""dantron""]"
charter,"[""lease"", ""rent""]"
albiduria,"[""albinuria""]"
chalcedony,"[""calcedony""]"
rearranging,"[""reorganization""]"
transformation,"[""shift"", ""metamorphosis"", ""transfiguration"", ""transmogrification"", ""transmutation"", ""translation""]"
soapstone,"[""saponite"", ""soaprock"", ""steatite""]"
fazed,"[""bothered""]"
pluralization,"[""pluralisation""]"
sookie,"[""sook""]"
aprobarbitone,"[""aprobarbital""]"
ass,"[""arse"", ""poontang"", ""bum"", ""butt"", ""buttock"", ""derriere"", ""rump"", ""fuck"", ""buttocks"", ""botty"", ""burro"", ""clod"", ""donkey"", ""fag"", ""tail""]"
refrigerant,"[""refrigerating""]"
substandard,"[""bad"", ""deficient"", ""inferior""]"
eupnea,"[""eupnoea""]"
trial,"[""test"", ""ternary"", ""tribulation"", ""tryout"", ""visitation""]"
urartu,"[""biainili""]"
counsel,"[""advice"", ""advise"", ""guidance"", ""advocate""]"
veinlet,"[""venule"", ""venula""]"
querent,"[""inquirer""]"
internal,"[""inner"", ""inly"", ""interior"", ""intern"", ""intragroup"", ""intimate""]"
microchannel,"[""mca""]"
disdeify,"[""ungod""]"
leatherlike,"[""coriaceous"", ""leathered"", ""leathery""]"
dissolubility,"[""dissolubleness"", ""solubleness""]"
conceitedness,"[""conceit"", ""inflation""]"
veg,"[""green"", ""vegetarian"", ""veggie"", ""vegetable""]"
onus,"[""burden""]"
brought,"[""bringed"", ""ybrought""]"
carillonneur,"[""carillonist""]"
overzeal,"[""overzealousness""]"
cadaverous,"[""cadaveric"", ""corpselike"", ""emaciated"", ""gaunt"", ""haggard"", ""pinched"", ""skeletal"", ""wasted""]"
chlordesmethyldiazepam,"[""delorazepam""]"
asystole,"[""flatline""]"
unpointed,"[""pointless""]"
shatter,"[""burst"", ""smash"", ""squash""]"
provoking,"[""heelish"", ""agitating""]"
reposition,"[""repositing"", ""shift""]"
downy,"[""downlike"", ""puberulent""]"
bulla,"[""blister""]"
hela,"[""elu"", ""hel""]"
agonist,"[""protagonist""]"
rubrician,"[""rubricist""]"
benjamin,"[""ben"", ""franklin"", ""benzoin""]"
stottie,"[""fadge""]"
ifypfy,"[""ftfy""]"
ommatophore,"[""eyestalk""]"
borefest,"[""snoozefest""]"
amphioxus,"[""lancelet""]"
banjo,"[""doshpuluur""]"
preserves,"[""conserve""]"
azimuth,"[""az""]"
autopsy,"[""necropsy"", ""obduction"", ""postmortem"", ""pm""]"
disculpate,"[""exculpate""]"
trematode,"[""fluke""]"
yoruba,"[""aku""]"
preteenager,"[""preteen""]"
hegira,"[""exodus"", ""hejira""]"
boletus,"[""bolete""]"
mediety,"[""moiety""]"
negligee,"[""housecoat"", ""neglige"", ""peignoir"", ""wrapper""]"
jr,"[""jnr"", ""son"", ""younger""]"
dispraise,"[""blame"", ""disparagement"", ""condemn"", ""denounce""]"
conference,"[""convention"", ""symposium"", ""league"", ""talk""]"
cephalhematoma,"[""cephalohematoma""]"
antistab,"[""stabproof""]"
capriciously,"[""freakishly""]"
necrology,"[""obituary""]"
bleep,"[""beep""]"
occasion,"[""incur"", ""affair"", ""juncture""]"
nonlegal,"[""extralegal""]"
annihilation,"[""extinction"", ""disintegration"", ""obliteration""]"
bedouin,"[""beduin""]"
siriasis,"[""sunstroke""]"
nondescript,"[""any"", ""indefinable"", ""intangible"", ""mediocre"", ""mundane"", ""ordinary"", ""some"", ""undistinguished"", ""unexceptional"", ""characterless""]"
hiss,"[""fizzle"", ""boo"", ""hissing"", ""hushing"", ""sibilate"", ""sibilation"", ""siss"", ""sizz"", ""whir"", ""whirr"", ""whizz"", ""whoosh""]"
empiricism,"[""charlatanry"", ""quackery"", ""sensationalism""]"
endodontics,"[""endodontia""]"
hideaway,"[""corner"", ""hideout"", ""retreat""]"
hashbang,"[""shebang""]"
smartsize,"[""layoff""]"
charged,"[""aerated"", ""supercharged""]"
plumbeous,"[""plumbaceous""]"
napper,"[""sheepstealer""]"
auspices,"[""aegis"", ""patronage"", ""protection""]"
hackerspace,"[""hackspace""]"
unaffected,"[""insensitive"", ""natural"", ""nonaffected"", ""nonplussed"", ""insensible"", ""unforced""]"
nanofluidic,"[""nanofluid""]"
banding,"[""ringing"", ""band""]"
skyrocket,"[""rocket"", ""maroon""]"
dawro,"[""kullo""]"
fretty,"[""fretful""]"
almanac,"[""parapegma""]"
pseudoelastic,"[""superelastic""]"
sprite,"[""hobgoblin"", ""goblin"", ""fairy""]"
uvulopalatopharyngoplasty,"[""palatopharyngoplasty""]"
caloric,"[""calorific"", ""thermal""]"
cyberman,"[""cyborg""]"
orchardist,"[""orcharder"", ""fruit"", ""orchardman""]"
falklander,"[""malvinian""]"
instrumental,"[""implemental"", ""lyricless"", ""ministerial""]"
speckly,"[""speckled""]"
mahabharatum,"[""mahabharata""]"
preen,"[""congratulate"", ""dress"", ""plume"", ""primp""]"
parroquet,"[""parakeet""]"
predate,"[""antecede"", ""antedate"", ""foredate"", ""forego"", ""forgo"", ""precede"", ""raven""]"
millivolt,"[""mv""]"
mutafacient,"[""mutagenic""]"
availableness,"[""availability"", ""handiness""]"
harnpan,"[""skull""]"
appolo,"[""nzema""]"
pebbly,"[""shingly"", ""stony""]"
bottler,"[""boncer"", ""bonzer"", ""choker""]"
unimolecular,"[""monomolecular""]"
incorporeity,"[""disembodiedness"", ""incorporeality""]"
shakeup,"[""reorganization""]"
snapdragon,"[""flapdragon""]"
foelike,"[""foesome""]"
curtain,"[""arras"", ""drop"", ""lambrequin"", ""shade"", ""veil"", ""becurtain"", ""drape"", ""drapery"", ""mantle"", ""pall""]"
ttfn,"[""tt4n""]"
plecopteran,"[""stonefly""]"
scolding,"[""chiding""]"
sharehouse,"[""sharehome""]"
logophobia,"[""verbophobia""]"
muskhogean,"[""muskogean""]"
meteorite,"[""aerolite"", ""aerolith""]"
hydrologic,"[""hydrological""]"
ren,"[""kidney""]"
quat,"[""kat""]"
bonehouse,"[""ossuary""]"
so,"[""accordingly"", ""gf"", ""indeed"", ""really"", ""correct"", ""musical"", ""sb"", ""sol"", ""like"", ""that"", ""therefore"", ""thusly"", ""way"", ""well""]"
tampering,"[""meddling""]"
taxidriver,"[""cabby"", ""cabdriver"", ""cabman"", ""taximan""]"
reviving,"[""revitalising""]"
hairclip,"[""barrette""]"
proctology,"[""coloproctology""]"
seventeenth,"[""17th""]"
equity,"[""fairness""]"
hematemesis,"[""haematemesis""]"
lysogenicity,"[""lysogeny""]"
mastodonic,"[""mammoth"", ""mastodontic""]"
stratigrapher,"[""stratigraphist""]"
poorness,"[""meagerness"", ""poverty""]"
numismatologist,"[""numismatist""]"
paurometabolism,"[""hemimetabolism""]"
polyharmony,"[""polytonality""]"
serious,"[""considerate"", ""good"", ""grave"", ""mean"", ""unplayful"", ""severe""]"
usualness,"[""usuality""]"
scend,"[""surge""]"
goo,"[""gloop"", ""sludge"", ""gunge"", ""gunk""]"
seeker,"[""quester"", ""searcher""]"
enridged,"[""ridged""]"
sahul,"[""australia"", ""australinea"", ""meganesia""]"
extrospective,"[""extroverted""]"
reliably,"[""dependably""]"
lemurine,"[""lemuroid""]"
revere,"[""fear"", ""hallow"", ""revers"", ""respect"", ""venerate"", ""idolize"", ""reverence""]"
potentilla,"[""cinquefoil""]"
saporous,"[""flavoursome""]"
minion,"[""disciple""]"
toetoe,"[""toitoi""]"
d,"[""12mo"", ""nd"", ""rd"", ""ob"", ""500"", ""d100"", ""deuterium"", ""deuteron"", ""dex"", ""dextro"", ""sn"", ""twelvemo""]"
queenite,"[""emmaite""]"
padder,"[""footpad""]"
hunter,"[""yeager"", ""orion"", ""huntsman"", ""mushroomer""]"
résumé,"[""pr\u00e9cis""]"
americanism,"[""usonianism""]"
unamiableness,"[""unamiability""]"
mugiloid,"[""mulletlike""]"
troubleshooter,"[""problemsolver""]"
trumping,"[""ruff""]"
photodetector,"[""photodevice"", ""photosensor""]"
enfeeblement,"[""debilitation""]"
meddle,"[""interfere"", ""intermeddle"", ""interpose"", ""intrude"", ""tamper""]"
declensionist,"[""deteriorationist""]"
levogyre,"[""levorotatory""]"
servicing,"[""service""]"
tenner,"[""ten""]"
pester,"[""annoy"", ""antagonize"", ""harass"", ""molest"", ""badger"", ""bore"", ""bother"", ""bug"", ""chafe"", ""disturb"", ""hector"", ""hound"", ""incommode"", ""infest"", ""irritate"", ""nettle"", ""plague"", ""provoke"", ""tease"", ""torment"", ""trouble"", ""vex"", ""worry""]"
kid,"[""bairn"", ""banter"", ""cabrito"", ""chaff"", ""chap"", ""fawn"", ""gal"", ""joke"", ""jolly"", ""josh"", ""child"", ""kidskin"", ""tease""]"
satisfise,"[""satisfice""]"
wander,"[""saunter"", ""cheat"", ""drift"", ""err"", ""ramble"", ""digress"", ""roll"", ""weave""]"
bonsho,"[""tsurigane""]"
hæmo,"[""haemato""]"
unreasoning,"[""blind"", ""illogical""]"
reciprocative,"[""reciprocatory""]"
grammatician,"[""grammarian"", ""grammaticist""]"
baaing,"[""baa""]"
purpleheart,"[""purplewood""]"
yomp,"[""trek""]"
unvarnished,"[""plain"", ""unstained""]"
homogenization,"[""homogenisation""]"
nonexploratory,"[""nonexplorative"", ""unexplorative"", ""unexploratory""]"
wyoming,"[""wy"", ""wyo""]"
steel,"[""harden"", ""nerve"", ""sword"", ""weights""]"
salang,"[""halang""]"
scheuchzeriaceae,"[""juncaginaceae""]"
kedani,"[""tsutsugamushi""]"
dermatodynia,"[""dermatalgia""]"
allure,"[""attract"", ""tempt"", ""allurement"", ""enticingness"", ""temptingness""]"
set,"[""band"", ""circle"", ""countersink"", ""localise"", ""localize"", ""lot"", ""mark"", ""place"", ""readiness"", ""fixed"", ""determined"", ""dictated"", ""hardened"", ""laid"", ""primed"", ""situated"", ""collection"", ""club"", ""direction"", ""drum"", ""dusk"", ""gig"", ""scenery"", ""suite"", ""bent"", ""seth"", ""hardening"", ""appoint"", ""establish"", ""put"", ""dress"", ""fructify"", ""adjust"", ""fix"", ""jell"", ""rig"", ""determine"", ""specify"", ""sic"", ""plant"", ""typeset"", ""arrange"", ""time""]"
harasser,"[""harrier""]"
tractableness,"[""tractability""]"
fight,"[""argument"", ""battle"", ""combat"", ""conflict"", ""contend"", ""defend"", ""competitiveness"", ""quarrel"", ""crusade"", ""fighting"", ""fistfight"", ""oppose"", ""scrap"", ""struggle"", ""tussle""]"
sugarberry,"[""hackberry""]"
empowered,"[""sceptered"", ""sceptred""]"
contortion,"[""tortuosity"", ""deformation""]"
revelatory,"[""illuminating"", ""apocalyptical"", ""significative""]"
corporatese,"[""corporatespeak""]"
fracture,"[""break"", ""burst"", ""crack"", ""cracking"", ""fault""]"
reunification,"[""reunion""]"
oligodendrocyte,"[""oligodendroglia""]"
combining,"[""combine"", ""combination""]"
demolisher,"[""demolitionist""]"
hatchway,"[""opening"", ""scuttle""]"
burble,"[""ripple""]"
buhl,"[""boulle""]"
chassidic,"[""hasidic""]"
waken,"[""awaken""]"
slacks,"[""pants"", ""trousers""]"
schnorrer,"[""shnorrer""]"
babakoto,"[""indri""]"
enoptromancy,"[""catoptromancy"", ""crystallomancy"", ""scrying""]"
snobbish,"[""cliquish"", ""clannish"", ""snobby""]"
colloquialness,"[""colloquiality""]"
feathers,"[""feather""]"
gyrostabilizer,"[""gyrostabiliser""]"
floorwalker,"[""shopwalker""]"
yodel,"[""descant"", ""warble""]"
retentivity,"[""retentiveness"", ""memory""]"
boobook,"[""morepork""]"
equating,"[""equation""]"
bt,"[""bart""]"
neoencephalon,"[""neencephalon""]"
180,"[""clxxx""]"
precentor,"[""choirmaster""]"
monobrow,"[""unibrow""]"
undream,"[""unimagine""]"
tashmitum,"[""tashmit""]"
statistics,"[""stats""]"
